comments,label
بگا نمیری بگا نمیری یکدفعه از چند جهت گاییده میشی,SAD
تراپی؟؟ نه ممنون!! همسر و دخترمو تماشا میکنم.,HAPPY
انشالله در سیمای توپ برمیگردم,HAPPY
یک ویزا برای باربی.,HAPPY
از چشام خسته شدم دیگه😭,SAD
اوکی فاینالی به سمت صورتی فروشی,HAPPY
من سیب شدم بلکه مرا گاز بگیرد.,SAD
خدایا این بچه تا یه سال دیگه زنده بمونه  🤲,HAPPY
من کاملا جدی به یه نفر نیاز دارم که با چوب بالاسرم وایسه و مراقب باشه که درس بخونم و وقت تلف نکنم. حقوق هم توافقی 🤝,HAPPY
ترکیب برنده بعد دوش:,HAPPY
وای خدا من چرا انقد خنگم,SAD
بابام کلا هفتا عکس پروفایل داره که سه تاش با منه. دلخوشی از این بیشتر؟ 🥹🥹,SAD
بخدا یه بار دیگه وقتی در اتاقو بستم یکی یهو باز کنه گردنشو بکنه تو گردنش رو میشکنم.,SAD
قرمز یا آبی-طلایی؟,NEUTRAL
خیلی گرگید 😂😂😂,HAPPY
از وحوش گشت ارشاد می‌ترسم؟ بله، ولی یک قدم قرار نیست به عقب برگردم.,SAD
من اساس زندگیم بر اساس سردی گرمیه. یعنی اینکه الان زنده‌م به خاطر اینه که فلان موقع که سردیم شده بود پشتش گرمی خوردم. بعد الان میگید سردی گرمی وجود نداره؟ تعارف نکنید فردا هم بیاید بگید بتمن شخصیت خیالیه😡😡 ,SAD
آدم از یه جایی دیگه شرمگین میشه در جواب هر «چطوری؟» بگه «خوب نیستم».,SAD
بیشتر از این که دلیل حال بدم حالمو بد کنه از این که چطور و اصلا چرا دائما باید کامیونیکت کنم حال بدمو حالم بده. ,SAD
"""بابا تو هم که همش همینی.""",SAD
من واقعا حالم خوب نیست. خیلیم دارم تلاش میکنم که حالمو خوب نگه دارم و از هم نپاشم ولی مثل اینکه دیگه نمیتونم. دیگه حتی حال خوب کردن خودمو ندارم و تنها کاری که از دستم بر میاد اینه که روزی ده دوازده ساعت بخوابم که کمتر حال بدمو بفهمم ولی توی همون خوابم انقد تپش قلب میگیرم و استرس,SAD
میکشم که بعد خواب حالم بدتره حتی نمیتونم برم با یه تراپیستی حرف بزنم چون نمیدونم چمه واقعا نمیدونم چمه چون ته دلم میدونم اون نمیتونه حالمو خوب کنه چون واقعا حوصله ندارم حال خودمو خوب کنم اینا رو هم اینجا گفتم چون فقط میخوام یکی حرفامو بخونه چون اگه به مامانم بگم اونم حالش بد میشه,SAD
وایییی نمیدونم استرس پروژه خودمو دارم یا استرس کنکور دوستمو😩😩😩,SAD
امیدوار باشید که هم خودم پروژمو خوب تحویل بدم هم دوستم کنکورشو خوب بده تو عروسیتون جبران می‌کنم,HAPPY
من انقد خوشگلم که آدما گاهی اوقات از خودشون می‌پرسن یعنی اینم دستشویی می‌کنه؟,HAPPY
وای دوستام در کمتر از یه متریم🥹🥹🥹🥹,SAD
چه‌ها جاج نکنید شاید اگه شیرازیشو نمی‌ذاشت میمرد,HAPPY
دلم برای دوستام تنگ میشه چیکار کنم؟,SAD
فردا همین جمع یه ناپل قدوسیمون نشه؟,NEUTRAL
رفتار حراست دانشگاه علامه طباطبائي با دانشجو هاي مملكت !,SAD
اين مردك با وقاحت تمام و برخورد فيزيكي(دختر و پسرشم فرقي نداره) داره وظيفشو مثلا انجام ميده!,SAD
ما زن‌ها یه چوب شدیم رفتیم تو کون جمهوری اسلامی.,SAD
وای چرا علی زند‌وکیلی تو جشن فارغ‌التحصیلی لالاکن دختر زیبای شبنم خونده😂😂😂😂😂😂😂😂😂,HAPPY
این یه نشونه‌ست برای اینکه برید گسسته بخونید,NEUTRAL
این سیب زمینی آخرو نمیخوام میتونی برش داری,SAD
بچه‌ها شما می‌دونستید تهرانیا پنجیر و خنج ندارن؟😨😨😨,SAD
یه دستش فلج شد.,NEUTRAL
قبلا درس داشتم نمی‌تونستم مشروب بخورم الان دندونم کیر زده بهم وای خدا این مزه‌های خوشمزه رو باید نگاه کنم فقط,SAD
دهنم سرویس شد 😭,SAD
با تمام وجودم میخواممممم.,SAD
چرا گوه میخوری حالا؟,SAD
توییتر توی تنها چیزی که ناامیدم نمیکنه دیدن کلی دافی عه. دو بار اومدم جدیدا هر دفعه یه دور پشمام ریخته که این همه آدم داف دیدم.,SAD
من اومدم بگم پشمام توییتر، و برم.,SAD
پای منبر اینا سینه می‌زنید؟ بعد باید به عقایدتونم احترام گذاشت؟ سیکتیر.,SAD
کیر توش. مهمونی ارشولکو از دست دادم.,SAD
این ستاپ ساده سرکارم رو خیلی دوس دارم,HAPPY
خاک بر سرت توکلی,SAD
چقدر سمه این گروهه.,SAD
حتی وسط خوش‌گذرونی هم به اپلای فکر می‌کنم. تیکه‌ تیکه شی آخوند پدرجنده.,SAD
اگر حوصله داشتید، خوشحال میشم بگید :),HAPPY
در دنیای ۴۶ کروموزومی‌های عاقل‌ باشعور، تو فرزاد بمان ❤️,SAD
نکند این همه بد قلب مرا سست کند.,SAD
آقای وحید شمسایی نذار بگم تو اکباتان با مهران غفوریان داشتی برنج می‌خوردی,HAPPY
هر موقع حس میکنیم بدسگال تموم شده میتونیم دمی آب بخوریم بدسگال جدید از راه میرسه :)),HAPPY
این ترانه یه جایی از دلمو چنگ می‌زنه که نمی‌دونم کجاست,SAD
اتفاقا من نتیجه‌ی عکس گرفتم حاجی. استایل نوشتنم خیلی حرفه‌ای‌تر از قبل شده و واقعا راضیم.,HAPPY
خسته شدم از این همه بگایی و حال بد. بسه دیگه :) دیگه واقعا نمیکشم :),SAD
اینجا اگه سُر بخوری واقعا میمیری.,SAD
الهی قربونت بشم,SAD
اگه تو هم نمیدونی این دو نفر کین سلام ✋🏻,HAPPY
خب بله الان بهم اثبات شد من عنقد خار دارم که اگه سنگ بباره از آسمون، صاف میاد میره تو کون من,SAD
من واقعا آدم مناسبی برای زندگی نیستم.,SAD
یه پیشبینی‌ای دارم، ولی بیانش نمیکنم که رو سیر اتفاقات تأثیر نذارم,NEUTRAL
سردمه، حوصلم سر رفته، دوس دخترم نیست، دوستامم نیستن، هیچ کاری هم ندارم😭😭🥲,SAD
از بودن توی خاورمیانه خسته شدم,SAD
بعضا میشینم فکر میکنم به اینکه چطوری تونستم. kudos به من واقعا 🤫,HAPPY
بدنش زیر سم اسبان است...,SAD
دلم نمیخواد برم بیرون . دلم میخواد بیرون بیاد پیشم.,HAPPY
یو کنید ببینید چقد باحاله🤭,HAPPY
آقا با دست چپ تسلط نداشتم :)),HAPPY
وای ریتوییت 😭,SAD
عرق چند وقت کنسله,NEUTRAL
چرا از پسری که ازش بدم میومد الان ذهنمو درگیر کرده؟,SAD
تبریک می‌گم 😍🥹,SAD
زیبااااا😭💞,SAD
میگذره ولی جای خالیش حس میشه,SAD
رابطه من با ماکارونی,HAPPY
روزم در بهترین حالت سه بعد از ظهر شروع میشه و از ساعت هشت به بعد هم که شبه دیگه نمیشه کاری کرد.,SAD
بعد جالب اینه با خودشون فکر می‌کنن شاید خیلی آدم‌ها متوجهش نشن ولی متاسفانه از صد فرسخی داد میزنن که اینجوری ان.,SAD
خیلی چیزها تو زندگیم اونجور که می‌خواستم پیش نرفت ولی این یکی یک جور دیگه‌ای قلبم رو به درد میاره.,SAD
بهتره که خالی بمونه,NEUTRAL
باورم نمیشه دوباره پام داره به دندونپزشکی باز میشه. باز اون ساکشن کیری تو دهنم. اون بوی مزخرف. خدایا من دیگه چه کونی باید به دندونام بدم آخه؟,SAD
اگه امروز امام زمان ظهور می‌کرد و میرفت کمک حسین شاید اینجوری نمیشد.,SAD
خیلی قطعی حرف میزنید. ممنون میشم شک کنید.,HAPPY
ابر می‌بارد و من می‌شوم از یار جدا. چون کنم دل به چنین روز ز دلدار جدا؟,SAD
از نظر شما غمگین‌ترین بیت شعر فارسی کدام است؟,SAD
نمی‌‌تونم تشخیص بدم چون شجریان با اون همه غم این رو خونده بود این رو گفتم یا واقعا خود محتوای شعر.,SAD
جدا قدم بزرگی بود. قبول دارید؟,HAPPY
این جوش شیرین‌تون هم که رو کفشای سفیدم جواب نداد. اه برید بمیرید.,SAD
منم آدم دیگه مگه نه؟ ربات که نیستم,NEUTRAL
اه خسته شدم. به چی پناه ببرم؟,SAD
می‌بینی؟ همه خسته شدن.,SAD
چقدر داری آدم‌ها رو ازم می‌گیری و خودت حواست نیست.,SAD
کاش الان من جای اون. بعد هیشکی جای من نه. یعنی کلا من وجود نه.,SAD
این چه مرضیه که چند ساعته رسیدی خونه و داری از گرما می‌میری ولی حوصله نداری لباساتو عوض کنی؟,SAD
کودک‌ درونم حوصله اش سر رفته بود=))))),HAPPY
نون و پنیر اینجوری درست کنید,HAPPY
مجسمه‌ساز شدم.,NEUTRAL
من دیگه گوه بخورم از تو انتظار داشته باشم. خیالت راحت.,SAD
راس گلر هم مثل يزيد ميمون باز و شراب خوار بود,NEUTRAL
وای این لحظه‌ها آدم خیلی حس قدرت😭😭😭,HAPPY
هنوز یه سری‌ها وجود دارن که می‌گن نت نداشتیم پیامتو ببینیم :/ پیام چند روز پیش. یا للعجب :),SAD
دکمه‌ی آدمای بیشعور رو از زندگیتون بزنید,SAD
کم ما رو قبول کن ...,SAD
بزرگ شدم می‌خوام ایلان ماسک بشم.,HAPPY
پاریس: شهر عشاق 😍🥂,SAD
با لچک لباس درست کردن خیلی حال می‌ده هاااا.,HAPPY
جدی شریعتی خوندن ردفلگه.,SAD
گریه کردن راهیه که چشم‌هات حرف بزنن، وقتی کلمات از توضیح اینکه چقدر قلبت شکسته عاجزن …,SAD
کاش هرشب می‌تونستم برم گالری و تئاتر و سینما و تو هنر غلت بزنم.,HAPPY
کاش این رفیقم بفهمه در واقع داره با خودش سر درآوردن لج اکسش بازی می‌کنه و خوب نیست.,SAD
بی‌لیاقتید. نمی‌شود برایتان مرد.,SAD
یه آدمایی قدر چیزایی که باید رو نمی‌دونن که واقعاً نیاز دارم بزنم پس کله‌شون. باورم نمی‌شه. اسکلن و نمی‌فهمن که نداشتن همین چیزهای به ظاهر عادی چقدر سخته.,SAD
یعنی این یکی اگر ساخته ذهن من باشه و واقعاً نشه، خیلی.,SAD
تبریک میگم عزیزم.❤️❤️,SAD
دونر گاردن واقعا کسشره,SAD
گریه‌های خودم رو تا جایی تونستم قورت بدم که مامانم زد زیر گریه,SAD
خواب ظهرم که نمیشه ازش گذشت😔,HAPPY
لایک کنید بشه اورئو و کوفت. لایک کنید بشه اورئو و زهر مار. بمیرید دیگه,SAD
اینا اپلیکیشن فرم ندارن براشون اپلای کنیم؟,NEUTRAL
حس من پارسال: 😂😂😂,HAPPY
وای اره خیلی می‌شه بازیافتشون کرد😭😭,HAPPY
♥️😭 من لیاقتتو ندارم به خدا😭,SAD
خب دیگه خفه شو بخواب کم چرت بگو,SAD
قبلا از صورتی بدم میومد ولی امروز نظرم عوض شد.💕,HAPPY
بامزه بودن واقعا ذاتیه. تلاش اضافه بی‌معنیه.,NEUTRAL
انقد مرز برای خودت نذار تا تهش اینطوری بشه یاسی جون.,SAD
نه تنها بی‌معنیه، گاهی بقیه رو دچار شرم نیابتی میکنه. =),HAPPY
امروز اومدم با شال، اون حرکت خانم خوشگله رو بزنم، نزدیک بود خفه بشم. باید برم آموزش ببینم.🙏🏻,HAPPY
من دست ندادم سم دادم.,NEUTRAL
امروز صولتی شدم. بریم باربی ببینیم.💅🏻,HAPPY
و از صورتی بدم میاد، دارم تمام تلاشمو میکنم عوض نکنم.,SAD
حوصله‌م سر رفتههه.,SAD
یه جوری جیغ زدم تارهای صوتیم پاره شد.,SAD
سوسک نشست روم. جای کسرا و بهداد خالی.🤭,HAPPY
به نظرم میوت کردن خیلی بیشتر از بلاک کردن میسوزونو ادمو.,SAD
آدم‌های پررو و بی‌ملاحظه واقعاً اذیتم می‌کنن. حد خودتون رو بدونید و کمی بزرگ شید عزیزان.,SAD
کمدی مورد علاقه‌م فیلم عروسی مامان بابامه.,HAPPY
ببینید پیرسینگ چه خوشگله🥹,SAD
طبق روال همیشگی، گرمهههه,SAD
چه خوشگل شدهههه,SAD
متاسفانه پرسونایی که از خودم در فضای مجازی ارائه می‌دم انتظارات نابه جا ایجاد می‌کنه.,SAD
باز تو گند زدی به اسم من,SAD
نمیدونم چطور بگم من واقعا تو آینه ی قیافه متفاوت از دوربین گوشی شما دارم😭,SAD
تازه پول ضامن رو هم برمیدارههه🤦‍♀️,SAD
ینقدر بعضی وقتا همچی قشنگ پیش میره که اصلا روزا معلوم نیست چطوری میگذره:))),HAPPY
داره خرید میشه💃🏻,HAPPY
خصوصی بفرست,NEUTRAL
افسردگی تضمینی با داریوش,SAD
آدم آخرش تنهاست، اولش هم. تلخ اما واقعیِ امروز.,SAD
جدی چقدر باید ادم کصشری باشی که تنها فلکست بشه رشته و دانشگاهت.,SAD
امتحان شد و بسی مورد پسند بود🥹,HAPPY
سلام ستون گنگ.,HAPPY
نمیدونم امشب برم باشگاه بیشتر کالری میسوزونم یا خونه رو تمیز کنم,NEUTRAL
چقدر از این کلمه بدم میاد🔪,SAD
اه‌اه چه قدر این سعادت‌آباد ادایی عه,SAD
چت کردن با بابام واقعا عجیبه. مرد نیازی نیست همش بهم گل بدی😭.,HAPPY
من هر چی دهنم رو می‌بندم، هی گه می‌خوره، هی گه می‌خوره. احمق روانی.,SAD
اینجور من طرفدار بودمااا😂😂,HAPPY
ولی متاسفانه فقط برای ماکسیمم تا فردا😭,SAD
چقدر سانتیمانتال و باکالاس کسشر میگه,SAD
دلم کلی لوازم ارایش خوشگل میخواد.😭,HAPPY
من ریدم توی آفتاب این مملکت. کیری پوستتو می‌کنه. همون بارونشو بدین ممنونم.,SAD
یه بروکسلم برمو دیگه فقط کار کار کار🤡🤡🤡,HAPPY
روزی نیست که بابت پاسپورت ایرانی استرس نکشم و برای موقعیت‌های از دست رفته غصه نخورم.,SAD
نمی‌دونم چند بار با تصور یک لحظه می‌تونم گریه کنم.,SAD
قدر دوستام حامین، حتی از راه دورم نمیذارن تنها بمونم. واقعا کاش لیاقتشونو داشته باشم🥺,SAD
کی انقدر بزرگ شدم که تنهایی میرم فرودگاه؟ چه حس غریبیه!,SAD
جوووون تو ماه جون ۲ برابر حقوق میدن. تازه داره جذابیتاشو نشون میده.,HAPPY
یا ابلفضل 🔥,SAD
همون که تنها موند، همون که تنها رفت,SAD
همراه اول بگیر اوکی میشه,NEUTRAL
چون اون موقع خوابیم آجی.,NEUTRAL
اومده بودن هنگ کنگ؟,NEUTRAL
اگه دانشگام گیلان بود الان تو زندگیم هیچ مشکلی نداشتم💔,SAD
پسر انگار من اینو اختراع کردم😂😂😂😂,HAPPY
دلم یک دورهمی ساده و خنده و حرفای عمیق میخواد!,SAD
بله به صورت جدی ☺️,HAPPY
لپ‌تاپم دیگه داره صدای جاروبرقی می‌ده :(,SAD
روزی پنج بار یادآوری می‌کنی چجوری می‌تونم فراموش کنم,SAD
من با این موهای کیری چ کنم :(,SAD
بابا خیلی بهت میاد که این رنگی.,SAD
من که آپدیت کردم عوض شده لوگوم🤡🤡,HAPPY
وای آجی میشه بیام باهم حرف بزنیم؟😭,SAD
زیباترین جایی که تا حالا تو عمرم دیدم. عکسا هیچ ادیتی ندارن.,SAD
ادمیشن گیری فقط خودم.🙏🙏🙏 خیلی قشنگه 🥹,HAPPY
عقل پزشکی که بدون سهمیه قبول شده,SAD
موندم این کانورس گل گلیه رو بخرم یا که زیادی براش پیرم.,NEUTRAL
به‌به 🥹✨,HAPPY
😂😂😂😂😂 دلقک,HAPPY
چقدر همه چیز به همه چیز مربوطه. نمی‌خوام.,SAD
وای بسه داداش.,SAD
من الان میمیرم 😭 گشنمه و اکسپلورم پر از غذاااااااس 🫠😪,SAD
این سگ افسردگی رو هم بغل کنیم بعدش فقط زار زار زار.,SAD
ملت چه احمقایین، بخدا ما خیلی خوبیم.,SAD
بنظر میرسه که با دوستای خارجیشم مشورت کرده قبل از این توییت,HAPPY
دامن به عنوان لباس بیرونی واقعا ناجالب و زشته,SAD
مشوش و گم,SAD
برمی‌گردم و نگاه می‌کنم. همیشه فقط من بودم. برمی‌گردم و نگاه می‌کنم و فقط خود درمانده‌م رو می‌بینم که داره دست و پا میزنه من احمق,SAD
کیو دارم گول می‌زنم؟,SAD
دکترا یجوری جوگیر میشن انگار منشین,HAPPY
از این ورژن احمق و نیدی و ترسوم متنفرم. بدم میاد بدم میاد حالم بهم می‌خوره بدم میاد. خیلی کصشر و مسخره‌ست واقعا حتی از احساساتم هم بدم میاد از دوست داشتنم بدم میاد از تنفرم بدم میاد از حسادتم بدم میاد بدم میاد متنفرم,SAD
یعنی شما نمی‌خواید روی بدن انسان مورد علاقه‌تون با گاز طراحی کنید؟. متوجه نمیشم یعنی وقتی می‌بینیدش دندون قروچه نمی‌گیرید و دهنتون ناخودآگاه باز نمیشه؟,SAD
یه چیزی که هیچوقت درک نخواهم کرد گاز گرفتن از روی علاقست,SAD
واسه کسی کص خیس کنید که حداقل بدونه وجود دارین,SAD
وی در خانواده ای مذهبی چشم به جهان گشود,NEUTRAL
ظهر عاشوراعه و ودکاش,HAPPY
خیابونا بوی جوراب و عطر مشهدی و عرق میده,HAPPY
مگه چقدر نخورده و گشنه‌اید کصکشا؟ حال آدمو بهم می‌زنید جدی,SAD
پیراهن مردونه خیلی عالیه نمی‌فهمم چرا تا الان نمی‌پوشیدم,HAPPY
زندگی انقدر عجیب و خسته کننده و پیچیده‌ست که دیگه ترجیح میدم هر کاری بکنم جز زندگی,SAD
واقعا یک چیزهایی ناراحتم میکنه که از اینکه از اون ناراحت شدم ناراحت میشم,SAD
من می‌ترسم چون می‌دونم که عاشقت می‌مونم.,SAD
چرا واقعا چرا انسان‌ها همه‌شون انقدر ناامید کننده هستن؟ محض رضای خدا یکیتون ناامیدم نکنه,SAD
بله من می‌تونم به هر کسی و هر چیزی حسودی کنم,SAD
خسته خسته واقعا خسته خیلی خسته ناتوان خسته اذیت خسته خیلی خیلی زیاد خسته,SAD
بس که افتادیم به چاه امروز شدیم استاد شنا,HAPPY
طرف از یک خراب شده اومده ایران و از این جهنم دره تونسته فرار کنه خب دمش گرم، چتونه؟,SAD
دخترای زیبا اهل ریسکن.,SAD
هنوزم دیر نیست...💔,SAD
رفتن هاي واقعي بدون خدافظيه .,SAD
یک دنیا غبطه به اون‌هایی که می‌تونن تو خونه پروداکتیو باشن. من صندلی میز مطالعه‌م خار داره.,SAD
بعد ٢ سال دوباره اسپاتيفاي ريختم و ميخوام زخمييي كنم,HAPPY
هي ميخوام راجب عزادارياشون بنويسم ، باز ميگم حتي ارزش توييت زدنم ندارن,SAD
خب مثل اينكه اين هفته وقت كار زياده,HAPPY
من نمیخوام اینطوری باشم ,SAD
ولی واقعا دیگه هیچ حسی به آدما ندارم,SAD
واقعا عزادارها رو که می‌بینم بی اختیار از شدت مسخره بودنشون خنده‌م می‌گیره..,HAPPY
از روی زبان تبلیغای SoundCloud می‌فهمم وی‌پی‌انم الان رو سرور چه کشوریه,NEUTRAL
هیچ چیز پایدار نیست,NEUTRAL
گلممد تو حاضر نیستی یه شارژ دویی به من بدی من به چه امیدی بشینم که تو نصف گنجو بدی من ؟!,NEUTRAL
دلم سکس در ظهر عاشورا می‌خواد.,HAPPY
یک ساعته دارم به این میخندم😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,HAPPY
حداقلش هر موقع لايي بازي سنگين كردم كسي تو ماشينم نبوده ، از اين بابت خوشحالم,HAPPY
کیرم دهن تک تک اونایی که میرن مراسم این زنازاده و نوحه خوندنشو گوش میدن. ریدم تو اعتقاداتتون,SAD
برای بابام وقتی تو ماشین تنها بوده پیامک کشف حجاب اومده.,SAD
سلامتی یزید که نگفت چند زید گفت یه‌زید🥀,SAD
عاشورا...🖤🥀,SAD
واای، پنجره و باباآدم رو 🥺,SAD
آقا این کد بلو اسکای رو بدین بهمون. ایلان رسما پرنده آبی رو کشید پایین به جاش لوگوی ایکس گذاشت :(,SAD
خب وقتشه شما هم این سم رو ببینید🫣🫥,HAPPY
باز محرم شد و تا دسته صدای کیرخر میاد. ینی همسایه‌داری و عدم تولید آلودگی صوتی پشم. کی میشه از دست اینا راحت بشم.,SAD
هیچوقت فکر نمیکردم به این مرحله برسم که وقتی حوصلم سر بره بشینم درس بخونم. باورم نمیشه تفریح کردن و وقت تلف کردن یادم بره!,HAPPY
یک روز!,NEUTRAL
و تمام!,HAPPY
گلیتی پلژر مورد علاقم توی خواب:,HAPPY
کلا اگر در جنگ نباشید ناراحتید. دلایل مختلف هم برا خودتون میارید,SAD
شک کن بهش داداش. شک کن. شک کن. شک کن. شک کن,SAD
اگه نمیگید طرف با بدن خودش قهره،زشته،خجالتیه،عقب ماندست،تفکر اخوندی داره و... بگم که واقعا حس خوبی از گذاشتن نود خودم در سوشال مدیا ندارم و حتی دیدن نود دیگران هم حس خوبی بهم نمیده,SAD
مرفه بی درد پلی تکنیک از نوع برقی (نگار هستم نه نگین),NEUTRAL
بچه ها جون ببینید تاثیر جو چه قدره,HAPPY
برای دومین بار رفتم دیدمش و برای دومین بار هم کسشر بود,SAD
چند روز پیش یکی از دوستای دوستم (پسره) از ایران رفت.بعد طرف دوست دختر داشت.به دوستم گفته بود خب حالا با دختره چی کار کنم؟چیکار عنه؟یه شب تصمیم گرفتی بری؟,SAD
گه می‌خورید وقتی پلناتون برا آیندتون مشخصه کسی رو وارد زندگیتون میکنید و این توهم رو بهش میدید که با همید و چیزی عوضش نمیکنه,SAD
نمیشه این جماعت یه الگو از امامشون بگیرن،چشماشون رو ببندن بگن اکه میخواید برید برید؟,SAD
ایشون که بدون اون کراپ هم نباید نگران چیزی باشن,SAD
چند جلسه  باید برم پیش تراپیست تا این دو شب و صدا هاشون و این وحشی‌گری هاشون رو فراموش کنم؟,SAD
دیگه نگران هیچی نباشید🤡,HAPPY
پس ماهم تو کراپمون براتون کاپ مخفی گذاشتیم که دیگه نگران هیچی نباشید🤝🏻♥️  ,SAD
و این که پسره آدم نیست؟,NEUTRAL
حس میکنم هدفم رو گم‌ کردم,SAD
همراه اول وقتی اولین گل رو خوردن پیام داده ببریم فردا اینترنت رایگان,NEUTRAL
لعنت به بهار. از تخت کنده نمیشم,SAD
رو دسته‌ی مبل خوابم‌ میبره. پشت میز خوابم‌ میبره. سر کلاس خوابم,SAD
وقتی هیچ ایده ای از بی پولی،مشکلات خانوادگی،هدف های متفاوت(به خصوص مهاجرت)و... نداری,SAD
چرا عادت کردیم بگیم ته رابطه جداییه؟,NEUTRAL
مگه میشه دو نفر بخوان و نشه؟,SAD
اگه نشد یکیشون نخواسته.,SAD
یعنی هنوز پلنگا طرفدار دارن؟ دوست پسره رفته با پلنگتر؟ یعنی خودشم پلنگه؟,NEUTRAL
دوست پسرم خیانت کرد!😂 پسر چجوری دلت امد من تمام روزایی که پادگان شیفت بودیو برات اشک ریختم تمام ناراحتی هاتو به دوش کشیدم. تهش منو دادی به یه پلنگتر! 😂,SAD
گشت ارشاد تعطیل شد؟ جهنم. بیت رهبری تعطیل شد ترندش کنید #مهسا_امینی #اعتصابات_سراسری,SAD
خب خوش گذشت. دوباره برگردیم به بحث فراخوان های 14 15 16 آذر #مهسا_امینی #اعتصابات_سراسری,SAD
هر‌روز که میگذره از ایرانی بودن خسته تر میشم.,SAD
عالیه باتری درامام تا چند وقت دیگه پره✅,HAPPY
بچه‌های المپیادی وقتی می‌بینن سهمیه مدال المپیادو می‌ذارید کنار سهمیه ایثارگران:,SAD
بچه ها ببینید، تجربه ثابت کرده هرکی پدرسوخته تره و حق بقیه رو بیشتر خورده زبونشم درازتره.,SAD
این وسط یه یارو اومده میگه مگه پردیس چ فرقی میکنه با سهمیه=))) بابا آخه بی ناموس =))),SAD
من فالور خیلی زیادی ندارم که توییتام فیواستار شه. ولی تمام تلاشمو میکنم که این هشتگ #بدون_سهمیه ترند بشه. لطفا اگه شما هم با قوانین سهمیه مشکل دارید ، مخالفتتون رو اعلام کنید.,NEUTRAL
نترسید ، جار زدن این که با تلاشتون موفق شدین هیچ مشکلی ایجاد نمیکنه!,HAPPY
و خونه همش وقت تلف میکردم پای اینستا و توییتر، گفتم بیام کتابخونه ک پروداکتیو باشم. نتیجه این شد ک الان توی کتابخونه دارم وقت تلف میکنم.,SAD
یک دیوث بازی هایی از بچه های ورودیمون رو شده که واقعا حس میکنم خودم یک آدم ساده لوح هستم.,SAD
حالا من مدت هاست دارم میگردم و بیکینی ای ک بپسندم یا پیدا نمیکنم یا وقتی میپسندم بی ناموسانه گرونه. میلیون ها تومن برای ۲ تکه پارچه💔,SAD
یه بیکینی پیدا کردم که اگه نگیرمش در حق خلق الله کم لطفی میشه,HAPPY
پش فاکین مام.,SAD
بچه ها برای یدونه نمره چه ذلت هایی که نمیکشن.,SAD
امروز شوهر آهو خانم رو تموم کردم و در حین خوندنش جوری با هر صفحه به یارو فحش میدادم که دیشب خواب دیدم دارم به آهو خانم راهکار پیشنهاد میدم جهت کشتن شوهرش و هووی سلیطش =)))),HAPPY
اه این یارو واقعا وایب این نماینده مجلسا رو میده‌.,SAD
بالاخره سلبریتی محبوبمو پیدا کردم,HAPPY
ینی ببینید دراماها و داستان های انتخابات ریاست جمهوری ۸۸ از دراماهای انتخابات نمایندگی کلاس ما کمتر بود.,HAPPY
اصلا من نمیفهمم چطور ملت انقد اهمیت میدن ب همچین چیز کصشری =)) شل کنید دیگه :|,SAD
این هفته از ۷ روز ۴ روزشو پیش زیدم بودم، زنده باد محرم حسینی💖,SAD
اونجا یکی چسید، نمازشو باطل کنید.,HAPPY
فاک اینو منم شنیده بودم توی راهنمایی😂😂😂,HAPPY
وای مغز شرطی شده‌ی من اصلا هماهنگی بین صدا و تصویرو درک نمیکنه هر بار میبینم ویدئوهای این دختره رو گیج میشم😂 ,HAPPY
هر بار یه ویدئو اریال برای دوست پسرم میفرستم که توش دراپ داره بنده خدا یدور پنیک میکنه بعد برای بار هزارم درخواست میکنه تشک بذارم زیرم😂😂,HAPPY
کاشکی توانایی انتخاب بین عکسامو داشتم و قبل هر پست اینطوری خودزنی نمیکردم.,SAD
خب دوستان سرکل رو خلوت کردم که یکم عقده‌گشایی کنم.,HAPPY
آیا زمانی فرا می‌رسد که این فولدر در دسکتاپم خالی شود؟ باید دید.,NEUTRAL
نظریه نامحبوب: فقط کسایی که فرق کرنر و آفسایدو نمیفهمن از تد لاسو لذت میبرن.,HAPPY
خدایی بهتر نیست درس رو بزارین کنار بچسبین به یه کار دیگه؟ (پ.ن:بچه های با سواد داخلی و اطفال رو سر ما جا دارن),SAD
این یک قاعده نیست ولی رایجه,NEUTRAL
با سهمیه ۲۵ درصد داخلی یا اطفال قبول میشین؟؟؟,SAD
حرومزاده ها حداقل پوست بزنین! خجالت نمیکشین اینجوری با جون مردم بازی میکنین؟,SAD
لیست سهمیه های قبولی تخصص دندانپزشکی :)),HAPPY
الان که بحث سهمیه دوباره داغه جا داره مرور بشه: سهمیه ای سواد نداره و خودشم میدونه که سواد نداره، اما توهم داره که بقیه اینو متوجه نمیشن,SAD
کصشعر تویی.,SAD
ده سال دیگه سکته قلبی کردید یحتمل با گاردریل براتون آنژیو می‌کنن و میگن ای بابا حواسم نبود چقدر شبیه گایدوایر بود🥺,SAD
آلرژی شدید به کره بادوم‌زمینی دارم,SAD
من حتی وقتی ساعت ۹ شبم میخوابم وقتی ۷ صب میخوام پاشم بازم جون میکَنَم.,SAD
من واقعا درس خوندن یادم رفته. دیگه بلد نیستمش.,SAD
بهرام رادان واقعا این دختره مینا رو گرفت؟,HAPPY
خوشگلا بجز استخر آفتاب باشگاه انقلاب، استخر روبازِ خوب میشناسید؟🥹,SAD
کاش منو با خودشون ببرن🫠,SAD
